region,spp,year,startmonth,wtcpue_mean
NS-IBTS,Pollachius pollachius,2007,1,0.9946466143335978
NS-IBTS,Pollachius pollachius,2008,1,1.6044074902776029
NS-IBTS,Pollachius pollachius,2009,1,0.4499964688798056
NS-IBTS,Pollachius pollachius,2010,1,8.467118207358894
NS-IBTS,Pollachius pollachius,2011,1,0.16092883550804502
NS-IBTS,Pollachius pollachius,2012,1,1.348073237165143
NS-IBTS,Pollachius pollachius,2013,1,1.235445497759089
NS-IBTS,Pollachius pollachius,2014,1,4.348189159047191
NS-IBTS,Pollachius pollachius,2015,1,1.4894258778194576
NS-IBTS,Pollachius pollachius,2016,1,5.75091282023542
NS-IBTS,Pollachius pollachius,2017,1,5.066229012875248
NS-IBTS,Pollachius pollachius,2018,1,0.27451815641754074
NS-IBTS,Pollachius pollachius,2019,1,0.20996421893424264
NS-IBTS,Pollachius pollachius,2020,1,0.637827768514001
NS-IBTS,Pollachius virens,1967,1,2.0772380677283713
NS-IBTS,Pollachius virens,1968,1,2.3239518863205757
NS-IBTS,Pollachius virens,1970,1,5.504815106839182
NS-IBTS,Pollachius virens,1971,1,6.208310734881799
NS-IBTS,Pollachius virens,1972,1,25.36349103290101
NS-IBTS,Pollachius virens,1973,1,14.132017632501254
NS-IBTS,Pollachius virens,1974,1,0
NS-IBTS,Pollachius virens,1975,1,43.941173899582964
NS-IBTS,Pollachius virens,1976,1,41.119871683298726
NS-IBTS,Pollachius virens,1977,1,123.97568699362378
NS-IBTS,Pollachius virens,1978,1,19.565311379852478
NS-IBTS,Pollachius virens,1979,1,9.096400301971942
NS-IBTS,Pollachius virens,1980,1,46.773876377298556
NS-IBTS,Pollachius virens,1981,1,22.30909562431938
NS-IBTS,Pollachius virens,1982,1,18.299945601659026
NS-IBTS,Pollachius virens,1983,1,21.674968975265763
NS-IBTS,Pollachius virens,1984,1,34.34570324900597
NS-IBTS,Pollachius virens,1985,1,256.8274949530933
NS-IBTS,Pollachius virens,1986,1,268.12970593814987
NS-IBTS,Pollachius virens,1987,1,31.17731879680477
NS-IBTS,Pollachius virens,1988,1,45.76772448252028
NS-IBTS,Pollachius virens,1989,1,38.5728208798013
NS-IBTS,Pollachius virens,1990,1,42.73822667154814
NS-IBTS,Pollachius virens,1991,1,60.85114111636761
NS-IBTS,Pollachius virens,1992,1,60.60778642815114
NS-IBTS,Pollachius virens,1993,1,90.93741086846642
NS-IBTS,Pollachius virens,1994,1,79.9426572133003
NS-IBTS,Pollachius virens,1995,1,45.314524512460466
NS-IBTS,Pollachius virens,1996,1,130.34258276466008
NS-IBTS,Pollachius virens,1997,1,49.574812471234615
NS-IBTS,Pollachius virens,1998,1,55.47539536100528
NS-IBTS,Pollachius virens,1999,1,51.161869877739896
NS-IBTS,Pollachius virens,2000,1,91.4800625820552
NS-IBTS,Pollachius virens,2001,1,40.236308160274334
NS-IBTS,Pollachius virens,2002,1,192.96183449567957
NS-IBTS,Pollachius virens,2003,1,222.0737169468721
NS-IBTS,Pollachius virens,2004,1,167.018674066119
NS-IBTS,Pollachius virens,2005,1,111.37900795143685
NS-IBTS,Pollachius virens,2006,1,96.64622985418792
NS-IBTS,Pollachius virens,2007,1,111.92264944331468
NS-IBTS,Pollachius virens,2008,1,138.04413919031302
NS-IBTS,Pollachius virens,2009,1,97.5134288256055
NS-IBTS,Pollachius virens,2010,1,89.81135341818168
NS-IBTS,Pollachius virens,2011,1,91.30480571806564
NS-IBTS,Pollachius virens,2012,1,95.09830546915104
NS-IBTS,Pollachius virens,2013,1,211.34207033587796
NS-IBTS,Pollachius virens,2014,1,118.81174037383292
NS-IBTS,Pollachius virens,2015,1,95.5105421599181
NS-IBTS,Pollachius virens,2016,1,124.25883042697912
NS-IBTS,Pollachius virens,2017,1,169.56453175672706
NS-IBTS,Pollachius virens,2018,1,284.1635328953492
NS-IBTS,Pollachius virens,2019,1,28.06444841847555
NS-IBTS,Pollachius virens,2020,1,48.4609514906586
NS-IBTS,Polymetme corythaeola,1967,1,0
NS-IBTS,Polymetme corythaeola,1968,1,0
NS-IBTS,Polymetme corythaeola,1970,1,0
NS-IBTS,Polymetme corythaeola,1971,1,0
NS-IBTS,Polymetme corythaeola,1972,1,0
NS-IBTS,Polymetme corythaeola,1973,1,0
NS-IBTS,Polymetme corythaeola,1974,1,0
NS-IBTS,Polymetme corythaeola,1975,1,0
NS-IBTS,Polymetme corythaeola,1976,1,0
NS-IBTS,Polymetme corythaeola,1977,1,0
NS-IBTS,Polymetme corythaeola,1978,1,0
NS-IBTS,Polymetme corythaeola,1979,1,0
NS-IBTS,Polymetme corythaeola,1980,1,0
NS-IBTS,Polymetme corythaeola,1981,1,0
NS-IBTS,Polymetme corythaeola,1982,1,0
NS-IBTS,Polymetme corythaeola,1983,1,0
NS-IBTS,Polymetme corythaeola,1984,1,0
NS-IBTS,Polymetme corythaeola,1985,1,0
NS-IBTS,Polymetme corythaeola,1986,1,0
NS-IBTS,Polymetme corythaeola,1987,1,0
NS-IBTS,Polymetme corythaeola,1988,1,0
NS-IBTS,Polymetme corythaeola,1989,1,0
NS-IBTS,Polymetme corythaeola,1990,1,0
NS-IBTS,Polymetme corythaeola,1991,1,0
NS-IBTS,Polymetme corythaeola,1992,1,0
NS-IBTS,Polymetme corythaeola,1993,1,0
NS-IBTS,Polymetme corythaeola,1994,1,0
NS-IBTS,Polymetme corythaeola,1995,1,0
NS-IBTS,Polymetme corythaeola,1996,1,0
NS-IBTS,Polymetme corythaeola,1997,1,0
NS-IBTS,Polymetme corythaeola,1998,1,0
NS-IBTS,Polymetme corythaeola,1999,1,0
NS-IBTS,Polymetme corythaeola,2000,1,0
NS-IBTS,Polymetme corythaeola,2001,1,0
NS-IBTS,Polymetme corythaeola,2002,1,0
NS-IBTS,Polymetme corythaeola,2003,1,0
NS-IBTS,Polymetme corythaeola,2004,1,0
NS-IBTS,Polymetme corythaeola,2005,1,0
NS-IBTS,Polymetme corythaeola,2006,1,0
NS-IBTS,Polymetme corythaeola,2007,1,0
NS-IBTS,Polymetme corythaeola,2008,1,0
NS-IBTS,Polymetme corythaeola,2009,1,0
NS-IBTS,Polymetme corythaeola,2010,1,0
NS-IBTS,Polymetme corythaeola,2011,1,0
NS-IBTS,Polymetme corythaeola,2012,1,0
NS-IBTS,Polymetme corythaeola,2013,1,0
NS-IBTS,Polymetme corythaeola,2014,1,0
NS-IBTS,Polymetme corythaeola,2015,1,0
NS-IBTS,Polymetme corythaeola,2016,1,0
NS-IBTS,Polymetme corythaeola,2017,1,0
NS-IBTS,Polymetme corythaeola,2018,1,0
NS-IBTS,Polymetme corythaeola,2019,1,0
NS-IBTS,Polymetme corythaeola,2020,1,0
NS-IBTS,Polymetme thaeocoryla,1967,1,0
NS-IBTS,Polymetme thaeocoryla,1968,1,0
NS-IBTS,Polymetme thaeocoryla,1970,1,0
NS-IBTS,Polymetme thaeocoryla,1971,1,0
NS-IBTS,Polymetme thaeocoryla,1972,1,0
NS-IBTS,Polymetme thaeocoryla,1973,1,0
NS-IBTS,Polymetme thaeocoryla,1974,1,0
NS-IBTS,Polymetme thaeocoryla,1975,1,0
NS-IBTS,Polymetme thaeocoryla,1976,1,0
NS-IBTS,Polymetme thaeocoryla,1977,1,0
NS-IBTS,Polymetme thaeocoryla,1978,1,0
NS-IBTS,Polymetme thaeocoryla,1979,1,0
NS-IBTS,Polymetme thaeocoryla,1980,1,0
NS-IBTS,Polymetme thaeocoryla,1981,1,0
NS-IBTS,Polymetme thaeocoryla,1982,1,0
NS-IBTS,Polymetme thaeocoryla,1983,1,0
NS-IBTS,Polymetme thaeocoryla,1984,1,0
NS-IBTS,Polymetme thaeocoryla,1985,1,0
NS-IBTS,Polymetme thaeocoryla,1986,1,0
NS-IBTS,Polymetme thaeocoryla,1987,1,0
NS-IBTS,Polymetme thaeocoryla,1988,1,0
NS-IBTS,Polymetme thaeocoryla,1989,1,0
NS-IBTS,Polymetme thaeocoryla,1990,1,0
NS-IBTS,Polymetme thaeocoryla,1991,1,0
NS-IBTS,Polymetme thaeocoryla,1992,1,0
NS-IBTS,Polymetme thaeocoryla,1993,1,0
NS-IBTS,Polymetme thaeocoryla,1994,1,0
NS-IBTS,Polymetme thaeocoryla,1995,1,0
NS-IBTS,Polymetme thaeocoryla,1996,1,0
NS-IBTS,Polymetme thaeocoryla,1997,1,0
NS-IBTS,Polymetme thaeocoryla,1998,1,0
NS-IBTS,Polymetme thaeocoryla,1999,1,0
NS-IBTS,Polymetme thaeocoryla,2000,1,0
NS-IBTS,Polymetme thaeocoryla,2001,1,0
NS-IBTS,Polymetme thaeocoryla,2002,1,0
NS-IBTS,Polymetme thaeocoryla,2003,1,0
NS-IBTS,Polymetme thaeocoryla,2004,1,0
NS-IBTS,Polymetme thaeocoryla,2005,1,0
NS-IBTS,Polymetme thaeocoryla,2006,1,0
NS-IBTS,Polymetme thaeocoryla,2007,1,0
NS-IBTS,Polymetme thaeocoryla,2008,1,0
NS-IBTS,Polymetme thaeocoryla,2009,1,0
NS-IBTS,Polymetme thaeocoryla,2010,1,0
NS-IBTS,Polymetme thaeocoryla,2011,1,0
NS-IBTS,Polymetme thaeocoryla,2012,1,0
NS-IBTS,Polymetme thaeocoryla,2013,1,0
NS-IBTS,Polymetme thaeocoryla,2014,1,0
NS-IBTS,Polymetme thaeocoryla,2015,1,0
NS-IBTS,Polymetme thaeocoryla,2016,1,0
NS-IBTS,Polymetme thaeocoryla,2017,1,0
NS-IBTS,Polymetme thaeocoryla,2018,1,0
NS-IBTS,Polymetme thaeocoryla,2019,1,0
NS-IBTS,Polymetme thaeocoryla,2020,1,0
NS-IBTS,Polyprion americanus,1967,1,0
NS-IBTS,Polyprion americanus,1968,1,0
NS-IBTS,Polyprion americanus,1970,1,0
NS-IBTS,Polyprion americanus,1971,1,0
NS-IBTS,Polyprion americanus,1972,1,0
NS-IBTS,Polyprion americanus,1973,1,0
NS-IBTS,Polyprion americanus,1974,1,0
NS-IBTS,Polyprion americanus,1975,1,0
NS-IBTS,Polyprion americanus,1976,1,0
NS-IBTS,Polyprion americanus,1977,1,0
NS-IBTS,Polyprion americanus,1978,1,0
NS-IBTS,Polyprion americanus,1979,1,0
NS-IBTS,Polyprion americanus,1980,1,0
NS-IBTS,Polyprion americanus,1981,1,0
NS-IBTS,Polyprion americanus,1982,1,0
NS-IBTS,Polyprion americanus,1983,1,0
NS-IBTS,Polyprion americanus,1984,1,0
NS-IBTS,Polyprion americanus,1985,1,0
NS-IBTS,Polyprion americanus,1986,1,0
NS-IBTS,Polyprion americanus,1987,1,0
NS-IBTS,Polyprion americanus,1988,1,0
NS-IBTS,Polyprion americanus,1989,1,0
NS-IBTS,Polyprion americanus,1990,1,0
NS-IBTS,Polyprion americanus,1991,1,0
NS-IBTS,Polyprion americanus,1992,1,0
NS-IBTS,Polyprion americanus,1993,1,0
NS-IBTS,Polyprion americanus,1994,1,0
NS-IBTS,Polyprion americanus,1995,1,0
NS-IBTS,Polyprion americanus,1996,1,0
NS-IBTS,Polyprion americanus,1997,1,0
NS-IBTS,Polyprion americanus,1998,1,0
NS-IBTS,Polyprion americanus,1999,1,0
NS-IBTS,Polyprion americanus,2000,1,0
NS-IBTS,Polyprion americanus,2001,1,0
NS-IBTS,Polyprion americanus,2002,1,0
NS-IBTS,Polyprion americanus,2003,1,0
NS-IBTS,Polyprion americanus,2004,1,0
NS-IBTS,Polyprion americanus,2005,1,0
NS-IBTS,Polyprion americanus,2006,1,0
NS-IBTS,Polyprion americanus,2007,1,0
NS-IBTS,Polyprion americanus,2008,1,0
NS-IBTS,Polyprion americanus,2009,1,0
NS-IBTS,Polyprion americanus,2010,1,0
NS-IBTS,Polyprion americanus,2011,1,0
NS-IBTS,Polyprion americanus,2012,1,0
NS-IBTS,Polyprion americanus,2013,1,0
NS-IBTS,Polyprion americanus,2014,1,0
NS-IBTS,Polyprion americanus,2015,1,0
NS-IBTS,Polyprion americanus,2016,1,0
NS-IBTS,Polyprion americanus,2017,1,0
NS-IBTS,Polyprion americanus,2018,1,0
NS-IBTS,Polyprion americanus,2019,1,0
NS-IBTS,Polyprion americanus,2020,1,0
NS-IBTS,Pomatoschistus,1967,1,0
NS-IBTS,Pomatoschistus,1968,1,0
NS-IBTS,Pomatoschistus,1970,1,0
NS-IBTS,Pomatoschistus,1971,1,0
NS-IBTS,Pomatoschistus,1972,1,0
NS-IBTS,Pomatoschistus,1973,1,0
NS-IBTS,Pomatoschistus,1974,1,0
NS-IBTS,Pomatoschistus,1975,1,0
NS-IBTS,Pomatoschistus,1976,1,0
NS-IBTS,Pomatoschistus,1977,1,0
NS-IBTS,Pomatoschistus,1978,1,2.616370868015228e-4
NS-IBTS,Pomatoschistus,1979,1,0
NS-IBTS,Pomatoschistus,1980,1,0
NS-IBTS,Pomatoschistus,1981,1,0.007548755701459871
NS-IBTS,Pomatoschistus,1982,1,9.221429058842541e-5
NS-IBTS,Pomatoschistus,1983,1,0.001962514461538553
NS-IBTS,Pomatoschistus,1984,1,0
NS-IBTS,Pomatoschistus,1985,1,0.02686925569186061
NS-IBTS,Pomatoschistus,1986,1,0.008871751362412878
NS-IBTS,Pomatoschistus,1987,1,0
NS-IBTS,Pomatoschistus,1988,1,0.012588133899920887
NS-IBTS,Pomatoschistus,1989,1,0.011935123809950753
NS-IBTS,Pomatoschistus,1990,1,0.012483588423274692
NS-IBTS,Pomatoschistus,1991,1,0.0035466802084791415
NS-IBTS,Pomatoschistus,1992,1,0.06111493437986746
NS-IBTS,Pomatoschistus,1993,1,0.11918486418104385
NS-IBTS,Pomatoschistus,1994,1,0.030036296694415477
NS-IBTS,Pomatoschistus,1995,1,0.014933728488362677
NS-IBTS,Pomatoschistus,1996,1,0.024420095676730834
NS-IBTS,Pomatoschistus,1997,1,0.10330105435627122
NS-IBTS,Pomatoschistus,1998,1,0.0462887193474943
NS-IBTS,Pomatoschistus,1999,1,0.02082822653544732
NS-IBTS,Pomatoschistus,2000,1,0.08831248210106002
NS-IBTS,Pomatoschistus,2001,1,0.017741973774583055
NS-IBTS,Pomatoschistus,2002,1,0.0074696215371824635
NS-IBTS,Pomatoschistus,2003,1,0.10550226281991473
NS-IBTS,Pomatoschistus,2004,1,0.08643736837980819
NS-IBTS,Pomatoschistus,2005,1,0.07209980113501635
NS-IBTS,Pomatoschistus,2006,1,0.08456363887802551
NS-IBTS,Pomatoschistus,2007,1,0.03849083451169892
NS-IBTS,Pomatoschistus,2008,1,0.025016678088287347
NS-IBTS,Pomatoschistus,2009,1,0.004763539523274241
NS-IBTS,Pomatoschistus,2010,1,0.0166404288856688
NS-IBTS,Pomatoschistus,2011,1,0.0035522992712722053
NS-IBTS,Pomatoschistus,2012,1,0.06757315207890484
NS-IBTS,Pomatoschistus,2013,1,0.05264710010969888
NS-IBTS,Pomatoschistus,2014,1,0.07996943044442772
NS-IBTS,Pomatoschistus,2015,1,0.026183758285375797
NS-IBTS,Pomatoschistus,2016,1,0.05521704865376391
NS-IBTS,Pomatoschistus,2017,1,0.06879203291659436
NS-IBTS,Pomatoschistus,2018,1,0.012889277987377731
NS-IBTS,Pomatoschistus,2019,1,0.09781047947365798
NS-IBTS,Pomatoschistus,2020,1,0.028223010176101005
NS-IBTS,Pomatoschistus lozanoi,1967,1,0
NS-IBTS,Pomatoschistus lozanoi,1968,1,0
NS-IBTS,Pomatoschistus lozanoi,1970,1,0
NS-IBTS,Pomatoschistus lozanoi,1971,1,0
NS-IBTS,Pomatoschistus lozanoi,1972,1,0
NS-IBTS,Pomatoschistus lozanoi,1973,1,0
NS-IBTS,Pomatoschistus lozanoi,1974,1,0
NS-IBTS,Pomatoschistus lozanoi,1975,1,0
NS-IBTS,Pomatoschistus lozanoi,1976,1,0
NS-IBTS,Pomatoschistus lozanoi,1977,1,0
NS-IBTS,Pomatoschistus lozanoi,1978,1,0
NS-IBTS,Pomatoschistus lozanoi,1979,1,0
NS-IBTS,Pomatoschistus lozanoi,1980,1,0
NS-IBTS,Pomatoschistus lozanoi,1981,1,0
NS-IBTS,Pomatoschistus lozanoi,1982,1,0
NS-IBTS,Pomatoschistus lozanoi,1983,1,0
NS-IBTS,Pomatoschistus lozanoi,1984,1,0
NS-IBTS,Pomatoschistus lozanoi,1985,1,0
NS-IBTS,Pomatoschistus lozanoi,1986,1,0
NS-IBTS,Pomatoschistus lozanoi,1987,1,0
NS-IBTS,Pomatoschistus lozanoi,1988,1,0
NS-IBTS,Pomatoschistus lozanoi,1989,1,0
NS-IBTS,Pomatoschistus lozanoi,1990,1,0
NS-IBTS,Pomatoschistus lozanoi,1991,1,0
NS-IBTS,Pomatoschistus lozanoi,1992,1,0
NS-IBTS,Pomatoschistus lozanoi,1993,1,0
NS-IBTS,Pomatoschistus lozanoi,1994,1,0
NS-IBTS,Pomatoschistus lozanoi,1995,1,0
NS-IBTS,Pomatoschistus lozanoi,1996,1,0
NS-IBTS,Pomatoschistus lozanoi,1997,1,0
NS-IBTS,Pomatoschistus lozanoi,1998,1,0
NS-IBTS,Pomatoschistus lozanoi,1999,1,0
NS-IBTS,Pomatoschistus lozanoi,2000,1,0
NS-IBTS,Pomatoschistus lozanoi,2001,1,0
NS-IBTS,Pomatoschistus lozanoi,2002,1,0
NS-IBTS,Pomatoschistus lozanoi,2003,1,0
NS-IBTS,Pomatoschistus lozanoi,2004,1,0
NS-IBTS,Pomatoschistus lozanoi,2005,1,0
NS-IBTS,Pomatoschistus lozanoi,2006,1,0.0016155550583951286
NS-IBTS,Pomatoschistus lozanoi,2007,1,0
NS-IBTS,Pomatoschistus lozanoi,2008,1,0
NS-IBTS,Pomatoschistus lozanoi,2009,1,0
NS-IBTS,Pomatoschistus lozanoi,2010,1,0
NS-IBTS,Pomatoschistus lozanoi,2011,1,9.337583993844239e-4
NS-IBTS,Pomatoschistus lozanoi,2012,1,0.058476678944700586
NS-IBTS,Pomatoschistus lozanoi,2013,1,0.02665092981618582
NS-IBTS,Pomatoschistus lozanoi,2014,1,1.387844115510147e-4
NS-IBTS,Pomatoschistus lozanoi,2015,1,0
NS-IBTS,Pomatoschistus lozanoi,2016,1,0
NS-IBTS,Pomatoschistus lozanoi,2017,1,0.0016454172345885774
NS-IBTS,Pomatoschistus lozanoi,2018,1,0
NS-IBTS,Pomatoschistus lozanoi,2019,1,0
NS-IBTS,Pomatoschistus lozanoi,2020,1,1.0233032445697477e-4
NS-IBTS,Pomatoschistus norvegicus,1967,1,0
NS-IBTS,Pomatoschistus norvegicus,1968,1,0
NS-IBTS,Pomatoschistus norvegicus,1970,1,0
NS-IBTS,Pomatoschistus norvegicus,1971,1,0
NS-IBTS,Pomatoschistus norvegicus,1972,1,0
NS-IBTS,Pomatoschistus norvegicus,1973,1,0
NS-IBTS,Pomatoschistus norvegicus,1974,1,0
NS-IBTS,Pomatoschistus norvegicus,1975,1,0
NS-IBTS,Pomatoschistus norvegicus,1976,1,0
NS-IBTS,Pomatoschistus norvegicus,1977,1,0
NS-IBTS,Pomatoschistus norvegicus,1978,1,0
NS-IBTS,Pomatoschistus norvegicus,1979,1,0
NS-IBTS,Pomatoschistus norvegicus,1980,1,0
NS-IBTS,Pomatoschistus norvegicus,1981,1,0
NS-IBTS,Pomatoschistus norvegicus,1982,1,0
NS-IBTS,Pomatoschistus norvegicus,1983,1,0
NS-IBTS,Pomatoschistus norvegicus,1984,1,0
NS-IBTS,Pomatoschistus norvegicus,1985,1,0
NS-IBTS,Pomatoschistus norvegicus,1986,1,0
NS-IBTS,Pomatoschistus norvegicus,1987,1,0
NS-IBTS,Pomatoschistus norvegicus,1988,1,0
NS-IBTS,Pomatoschistus norvegicus,1989,1,0
NS-IBTS,Pomatoschistus norvegicus,1990,1,0
NS-IBTS,Pomatoschistus norvegicus,1991,1,0
NS-IBTS,Pomatoschistus norvegicus,1992,1,0
NS-IBTS,Pomatoschistus norvegicus,1993,1,0
NS-IBTS,Pomatoschistus norvegicus,1994,1,0
NS-IBTS,Pomatoschistus norvegicus,1995,1,0
NS-IBTS,Pomatoschistus norvegicus,1996,1,0
NS-IBTS,Pomatoschistus norvegicus,1997,1,0
NS-IBTS,Pomatoschistus norvegicus,1998,1,0
NS-IBTS,Pomatoschistus norvegicus,1999,1,0
NS-IBTS,Pomatoschistus norvegicus,2000,1,0
NS-IBTS,Pomatoschistus norvegicus,2001,1,0
NS-IBTS,Pomatoschistus norvegicus,2002,1,0
NS-IBTS,Pomatoschistus norvegicus,2003,1,0
NS-IBTS,Pomatoschistus norvegicus,2004,1,0
NS-IBTS,Pomatoschistus norvegicus,2005,1,0
NS-IBTS,Pomatoschistus norvegicus,2006,1,0
NS-IBTS,Pomatoschistus norvegicus,2007,1,0
NS-IBTS,Pomatoschistus norvegicus,2008,1,0
NS-IBTS,Pomatoschistus norvegicus,2009,1,0
NS-IBTS,Pomatoschistus norvegicus,2010,1,0
NS-IBTS,Pomatoschistus norvegicus,2011,1,0
NS-IBTS,Pomatoschistus norvegicus,2012,1,0.008345410659340993
NS-IBTS,Pomatoschistus norvegicus,2013,1,0
NS-IBTS,Pomatoschistus norvegicus,2014,1,0
NS-IBTS,Pomatoschistus norvegicus,2015,1,0
NS-IBTS,Pomatoschistus norvegicus,2016,1,0
NS-IBTS,Pomatoschistus norvegicus,2017,1,0
NS-IBTS,Pomatoschistus norvegicus,2018,1,1.5778696095161636e-4
NS-IBTS,Pomatoschistus norvegicus,2019,1,0
NS-IBTS,Pomatoschistus norvegicus,2020,1,0
NS-IBTS,Pontinus kuhlii,1967,1,0
NS-IBTS,Pontinus kuhlii,1968,1,0
NS-IBTS,Pontinus kuhlii,1970,1,0
NS-IBTS,Pontinus kuhlii,1971,1,0
NS-IBTS,Pontinus kuhlii,1972,1,0
NS-IBTS,Pontinus kuhlii,1973,1,0
NS-IBTS,Pontinus kuhlii,1974,1,0
NS-IBTS,Pontinus kuhlii,1975,1,0
NS-IBTS,Pontinus kuhlii,1976,1,0
NS-IBTS,Pontinus kuhlii,1977,1,0
NS-IBTS,Pontinus kuhlii,1978,1,0
NS-IBTS,Pontinus kuhlii,1979,1,0
NS-IBTS,Pontinus kuhlii,1980,1,0
NS-IBTS,Pontinus kuhlii,1981,1,0
NS-IBTS,Pontinus kuhlii,1982,1,0
NS-IBTS,Pontinus kuhlii,1983,1,0
NS-IBTS,Pontinus kuhlii,1984,1,0
NS-IBTS,Pontinus kuhlii,1985,1,0
NS-IBTS,Pontinus kuhlii,1986,1,0
NS-IBTS,Pontinus kuhlii,1987,1,0
NS-IBTS,Pontinus kuhlii,1988,1,0
NS-IBTS,Pontinus kuhlii,1989,1,0
NS-IBTS,Pontinus kuhlii,1990,1,0
NS-IBTS,Pontinus kuhlii,1991,1,0
NS-IBTS,Pontinus kuhlii,1992,1,0
NS-IBTS,Pontinus kuhlii,1993,1,0
NS-IBTS,Pontinus kuhlii,1994,1,0
NS-IBTS,Pontinus kuhlii,1995,1,0
NS-IBTS,Pontinus kuhlii,1996,1,0
NS-IBTS,Pontinus kuhlii,1997,1,0
NS-IBTS,Pontinus kuhlii,1998,1,0
NS-IBTS,Pontinus kuhlii,1999,1,0
NS-IBTS,Pontinus kuhlii,2000,1,0
NS-IBTS,Pontinus kuhlii,2001,1,0
NS-IBTS,Pontinus kuhlii,2002,1,0
NS-IBTS,Pontinus kuhlii,2003,1,0
NS-IBTS,Pontinus kuhlii,2004,1,0
NS-IBTS,Pontinus kuhlii,2005,1,0
NS-IBTS,Pontinus kuhlii,2006,1,0
NS-IBTS,Pontinus kuhlii,2007,1,0
NS-IBTS,Pontinus kuhlii,2008,1,0
NS-IBTS,Pontinus kuhlii,2009,1,0
NS-IBTS,Pontinus kuhlii,2010,1,0
NS-IBTS,Pontinus kuhlii,2011,1,0
NS-IBTS,Pontinus kuhlii,2012,1,0
NS-IBTS,Pontinus kuhlii,2013,1,0
NS-IBTS,Pontinus kuhlii,2014,1,0
NS-IBTS,Pontinus kuhlii,2015,1,0
NS-IBTS,Pontinus kuhlii,2016,1,0
NS-IBTS,Pontinus kuhlii,2017,1,0
NS-IBTS,Pontinus kuhlii,2018,1,0
NS-IBTS,Pontinus kuhlii,2019,1,0
NS-IBTS,Pontinus kuhlii,2020,1,0
NS-IBTS,Prionace glauca,1967,1,0
NS-IBTS,Prionace glauca,1968,1,0
NS-IBTS,Prionace glauca,1970,1,0
NS-IBTS,Prionace glauca,1971,1,0
NS-IBTS,Prionace glauca,1972,1,0
NS-IBTS,Prionace glauca,1973,1,0
NS-IBTS,Prionace glauca,1974,1,0
NS-IBTS,Prionace glauca,1975,1,0
NS-IBTS,Prionace glauca,1976,1,0
NS-IBTS,Prionace glauca,1977,1,0
NS-IBTS,Prionace glauca,1978,1,0
NS-IBTS,Prionace glauca,1979,1,0
NS-IBTS,Prionace glauca,1980,1,0
NS-IBTS,Prionace glauca,1981,1,0
NS-IBTS,Prionace glauca,1982,1,0
NS-IBTS,Prionace glauca,1983,1,0
NS-IBTS,Prionace glauca,1984,1,0
NS-IBTS,Prionace glauca,1985,1,0
NS-IBTS,Prionace glauca,1986,1,0
NS-IBTS,Prionace glauca,1987,1,0
NS-IBTS,Prionace glauca,1988,1,0
NS-IBTS,Prionace glauca,1989,1,0
NS-IBTS,Prionace glauca,1990,1,0
NS-IBTS,Prionace glauca,1991,1,0
NS-IBTS,Prionace glauca,1992,1,0
NS-IBTS,Prionace glauca,1993,1,0
NS-IBTS,Prionace glauca,1994,1,0
NS-IBTS,Prionace glauca,1995,1,0
NS-IBTS,Prionace glauca,1996,1,0
NS-IBTS,Prionace glauca,1997,1,0
NS-IBTS,Prionace glauca,1998,1,0
NS-IBTS,Prionace glauca,1999,1,0
NS-IBTS,Prionace glauca,2000,1,0
NS-IBTS,Prionace glauca,2001,1,0
NS-IBTS,Prionace glauca,2002,1,0
NS-IBTS,Prionace glauca,2003,1,0
NS-IBTS,Prionace glauca,2004,1,0
NS-IBTS,Prionace glauca,2005,1,0
NS-IBTS,Prionace glauca,2006,1,0
NS-IBTS,Prionace glauca,2007,1,0
NS-IBTS,Prionace glauca,2008,1,0
NS-IBTS,Prionace glauca,2009,1,0
NS-IBTS,Prionace glauca,2010,1,0
NS-IBTS,Prionace glauca,2011,1,0
NS-IBTS,Prionace glauca,2012,1,0
NS-IBTS,Prionace glauca,2013,1,0
NS-IBTS,Prionace glauca,2014,1,0
NS-IBTS,Prionace glauca,2015,1,0
NS-IBTS,Prionace glauca,2016,1,0
NS-IBTS,Prionace glauca,2017,1,0
NS-IBTS,Prionace glauca,2018,1,0
NS-IBTS,Prionace glauca,2019,1,0
NS-IBTS,Prionace glauca,2020,1,0
NS-IBTS,Pterycombus brama,1967,1,0
NS-IBTS,Pterycombus brama,1968,1,0
NS-IBTS,Pterycombus brama,1970,1,0
NS-IBTS,Pterycombus brama,1971,1,0
NS-IBTS,Pterycombus brama,1972,1,0
NS-IBTS,Pterycombus brama,1973,1,0
NS-IBTS,Pterycombus brama,1974,1,0
NS-IBTS,Pterycombus brama,1975,1,0
NS-IBTS,Pterycombus brama,1976,1,0
NS-IBTS,Pterycombus brama,1977,1,0
NS-IBTS,Pterycombus brama,1978,1,0
NS-IBTS,Pterycombus brama,1979,1,0
NS-IBTS,Pterycombus brama,1980,1,0
NS-IBTS,Pterycombus brama,1981,1,0
NS-IBTS,Pterycombus brama,1982,1,0
NS-IBTS,Pterycombus brama,1983,1,0
NS-IBTS,Pterycombus brama,1984,1,0
NS-IBTS,Pterycombus brama,1985,1,0
NS-IBTS,Pterycombus brama,1986,1,0
NS-IBTS,Pterycombus brama,1987,1,0
NS-IBTS,Pterycombus brama,1988,1,0
NS-IBTS,Pterycombus brama,1989,1,0
NS-IBTS,Pterycombus brama,1990,1,0
