ref_yr,dhd_days,dhd_sum
SWC-IBTS-2-2005,44,9.976303545
SWC-IBTS-2-2006,27,2.243322999
SWC-IBTS-2-2007,131,36.504649267999994
SWC-IBTS-2-2008,59,29.687718289
SWC-IBTS-2-2009,46,19.253844218999994
SWC-IBTS-2-2010,50,27.163595181
SWC-IBTS-2-2011,28,8.633207325999999
SWC-IBTS-2-2012,17,3.7168711450000003
SWC-IBTS-2-2013,12,4.618077521
SWC-IBTS-2-2014,19,10.705054001000002
SWC-IBTS-2-2015,96,40.38333097800001
SWC-IBTS-2-2016,1,0.042595054
SWC-IBTS-2-2017,57,13.301609089999994
SWC-IBTS-2-2018,72,13.829273338000002
SWC-IBTS-2-2019,39,24.237766748000002
WCANN-5-2003,8,0.865649009
WCANN-5-2004,3,0.411519118
WCANN-5-2005,30,5.706296747000001
WCANN-5-2006,21,10.440977494
WCANN-5-2007,6,0.836445213
WCANN-5-2008,9,1.356847145
WCANN-5-2009,0,0
WCANN-5-2010,13,3.1577161599999997
WCANN-5-2011,0,0
WCANN-5-2012,0,0
WCANN-5-2013,3,0.263763433
WCANN-5-2014,12,2.4171149479999996
WCANN-5-2015,257,229.826696365
WCANN-5-2016,239,173.73657760299994
WCANN-5-2017,43,16.293000809
WCANN-5-2018,30,4.191377071000001
